room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude
12030245,22589091,Entire home/apt,Bon-dong,0,,6,1,94,1,37.509936,126.953868
1920346,9954897,Shared room,Donggyo-dong,0,,4,1,19,1,37.555674,126.92186
3239769,16088301,Entire home/apt,Jeungsan-dong,31,5,2,0,57,2,37.57937,126.899703
7679596,40329866,Shared room,Seogyo-dong,0,,6,1,59,1,37.550285,126.916232
6191682,31627642,Private room,Itaewon-dong,15,4.5,1,1,45,1,37.53627,126.99242
8088868,42488144,Entire home/apt,Sindaebang-dong,15,5,4,2,46,2,37.497693,126.927065
12419999,66724978,Shared room,Imun-dong,0,,1,1,19,1,37.595968,127.059627
3864497,15143113,Shared room,Itaewon-dong,7,4.5,4,1,15,1,37.533704,126.9929
852499,925882,Entire home/apt,Seogyo-dong,10,4.5,2,1,41,5,37.556954,126.910573
14787811,91744339,Entire home/apt,Gwancheol-dong,5,4.5,4,1,70,3,37.569626,126.985919
4749160,17897615,Entire home/apt,Nonhyeon-dong,64,4.5,2,1,72,2,37.509904,127.032648
7861100,5311036,Shared room,Pirun-dong,0,,6,1,168,1,37.576603,126.969924
13273205,9713074,Shared room,Singil-dong,2,,1,1,13,2,37.51652,126.91757
3853526,19876378,Shared room,Songhyeon-dong,0,,3,1,112,1,37.576674,126.981044
14068323,81038775,Shared room,Myeongnyun 2(i)-ga,1,,5,1,131,,37.585069,126.99798
584011,2877780,Private room,Gahoe-dong,92,5,4,1,78,4,37.584777,126.983715
731588,2444226,Private room,Itaewon-dong,52,5,2,1,36,2,37.540548,126.988675
12614950,27237050,Private room,Gireum-dong,5,4.5,2,1,29,1,37.602836,127.02112
13229632,47673053,Shared room,Seogyo-dong,1,,4,1,19,1,37.558532,126.917315
1425864,6735364,Shared room,Jungnim-dong,1,,6,1,15,1,37.557433,126.968546
15149209,32028072,Private room,Dongsomun-dong 1(il)-ga,0,,3,1,88,1,37.589917,127.00882
14794946,62332445,Entire home/apt,Yeoksam-dong,10,4.5,2,1,47,1,37.493672,127.029947
13866774,73756770,Private room,Haengdang-dong,11,5,2,1,37,1,37.558757,127.035527
14255167,15552993,Shared room,Guro-dong,0,,6,1,19,5,37.486711,126.890689
11591615,30024399,Entire home/apt,Gwanhun-dong,25,5,2,0,62,1,37.574848,126.984893
4951436,25329542,Private room,Bon-dong,34,5,2,1,32,3,37.508598,126.952425
13909163,72610009,Entire home/apt,Chungmuro 5(o)-ga,8,5,3,1,56,1,37.563841,127.000431
13846263,81571529,Shared room,Gwangjang-dong,3,5,2,1,31,1,37.545463,127.10232
14660098,89458393,Entire home/apt,Jeo-dong 2(i)-ga,3,5,6,0,52,1,37.563423,126.989982
4640975,23111832,Shared room,Mangwon-dong,0,,2,1,46,1,37.554066,126.908203
6561797,31536382,Shared room,Seogyo-dong,0,,1,1,19,1,37.555951,126.919477
958766,5217603,Private room,Gahoe-dong,2,,2,1,84,1,37.580611,126.985506
2587086,13246843,Shared room,Pil-dong 3(sam)-ga,0,,2,1,46,1,37.560988,126.997489
1101462,5570380,Private room,yongsan-dong  2(i)-ga,16,5,3,1,61,1,37.545988,126.979232
10462903,53913229,Private room,Gahoe-dong,2,,2,1,64,1,37.581492,126.985988
14396717,36670423,Shared room,Buam-dong,0,,1,1,31,1,37.595672,126.969616
13361944,48986819,Shared room,Sinsa-dong,2,,4,1,30,,37.522979,127.024586
9086427,19997816,Private room,Bomun-dong 6(yuk)-ga,30,5,1,1,23,1,37.579564,127.020126
7489064,31427351,Private room,Hoehyeon-dong 2(i)-ga,26,4.5,3,1,57,1,37.557205,126.983435
2984262,15143113,Shared room,Itaewon-dong,68,4.5,4,1,15,1,37.534429,126.992231
12765511,27308862,Shared room,Yeoksam-dong,0,,1,1,26,1,37.509004,127.042459
780529,4116397,Shared room,Nogosan-dong,31,4.5,6,1,19,1,37.55414,126.941283
404401,2016527,Shared room,Itaewon-dong,2,,14,1,23,1,37.53477,126.990549
7011940,26449878,Shared room,Yeonji-dong,1,,2,1,25,3,37.573058,126.998775
14407119,84201037,Shared room,Buam-dong,0,,1,1,28,1,37.5937,126.96879
13646217,46041963,Private room,Yeouido-dong,6,4.5,2,1,22,1,37.521378,126.923509
4120649,8151826,Private room,Wonseo-dong,0,,1,1,34,1,37.583488,126.988794
8850644,27473002,Shared room,Seogyo-dong,1,,4,1,19,1,37.552884,126.913955
9885304,48617261,,Jamsil-dong,3,5,4,,,,37.507958,127.082566
11331448,42200007,Shared room,Haengdang-dong,1,,2,1,38,1,37.555523,127.039552
9759651,50332120,Private room,Gye-dong,13,5,2,1,75,1,37.580656,126.986476
5789410,5165280,Shared room,Samjeon-dong,6,5,5,1,75,1,37.506167,127.096923
14269725,56675453,Shared room,Oksu-dong,0,,4,1,94,1,37.545199,127.01543
13159951,65438126,Private room,Gireum-dong,11,5,2,1,27,1,37.611796,127.020861
9705210,48617261,Shared room,Jamsil-dong,3,5,4,1,25,1,37.50936,127.082805
11200296,30686114,Shared room,Donggyo-dong,2,,5,1,77,,37.557271,126.92379
10644346,7617310,Shared room,Seogyo-dong,11,4.5,2,1,19,2,37.554872,126.93012
14000363,13558800,Entire home/apt,Yeoksam-dong,4,4.5,3,0,60,,37.499026,127.028291
12459679,65735916,Shared room,Gireum-dong,9,5,4,1,57,1,37.610598,127.021726
13177122,27770761,Entire home/apt,Seogyo-dong,4,5,10,3,102,2,37.556885,126.910881
11851758,53663557,Shared room,Seogyo-dong,0,,1,1,37,1,37.555056,126.919311
821257,3785117,Shared room,Itaewon-dong,3,2.5,10,1,14,1,37.534531,126.992086
5104956,8565729,Entire home/apt,Mok-dong,0,,3,2,47,3,37.549707,126.866455
15283402,21256164,Private room,Banpo-dong,0,,1,1,33,1,37.506154,127.022376
13416247,35202051,Private room,Hapjeong-dong,5,4,1,1,18,,37.550801,126.908195
10090760,41974491,Shared room,Hap-dong,0,,6,1,94,1,37.561724,126.965901
11329392,47300611,Shared room,Donggyo-dong,23,4.5,4,1,14,1,37.560187,126.925285
14618699,72843322,Entire home/apt,Sungin-dong,3,4.5,2,0,40,2,37.573113,127.016299
13424253,25681111,Private room,Jeonnong-dong,4,5,1,1,33,,37.579863,127.054157
1370024,7429855,Shared room,Hoehyeon-dong 1(il)-ga,19,5,2,1,36,3,37.559728,126.980074
6369267,15370021,Shared room,Itaewon-dong,0,,4,1,25,1,37.534314,126.995771
12896335,27308862,Shared room,Yeoksam-dong,2,,1,1,26,1,37.508596,127.042419
11914481,29544267,Private room,Changcheon-dong,2,,1,1,16,7,37.558638,126.93494
6294301,30566329,Entire home/apt,Dongseon-dong 1(il)-ga,14,4.5,3,0,42,1,37.592741,127.017375
4640770,23111832,Shared room,Mangwon-dong,4,5,6,1,23,1,37.553515,126.907762
2023101,742196,Private room,Jae-dong,3,5,3,1,103,1,37.579448,126.984654
13872050,39966340,Private room,Wonhyoro 1(iI)-ga,3,4.5,2,1,39,2,37.53949,126.965665
12664324,66172277,Shared room,Gwancheol-dong,1,,4,1,34,2,37.569463,126.985107
13472353,76259988,Entire home/apt,Singongdeok-dong,18,4.5,2,1,46,1,37.544777,126.954453
5340107,27506956,Shared room,Jayang-dong,1,,1,1,26,1,37.531478,127.084798
5688516,29494436,Shared room,Hannam-dong,9,5,8,1,20,1,37.533353,126.998078
13902265,82412117,Entire home/apt,Hannam-dong,11,5,3,1,49,1,37.534893,126.999067
12745930,64239961,Shared room,Gaebong-dong,1,,1,1,19,2,37.493543,126.850956
14828017,91599955,Shared room,Tongin-dong,0,,4,1,140,1,37.580901,126.96887
7820252,21256164,Entire home/apt,Seogyo-dong,0,,1,0,46,1,37.554591,126.915371
8622086,2359171,Private room,Nagwon-dong,2,,2,1,77,2,37.573582,126.988377
6941523,36394511,Shared room,Daehyeon-dong,25,4,1,1,19,1,37.557783,126.945613
10287296,50962654,Shared room,Oksu-dong,0,,2,1,98,1,37.54164,127.011352
5340076,27506956,Shared room,Jayang-dong,1,,1,1,26,1,37.533016,127.085727
1214969,6616403,Shared room,Seocho-dong,8,4.5,6,1,27,1,37.499049,127.025583
13109537,29127762,Entire home/apt,Bongnae-dong 2(i)-ga,2,,4,1,53,2,37.555535,126.971764
5339975,27506956,Shared room,Jayang-dong,2,,1,1,26,1,37.533503,127.087135
12419589,66724978,Shared room,Imun-dong,1,,1,1,22,1,37.59609,127.059614
1700848,2403998,Shared room,Donggyo-dong,1,,6,1,23,1,37.55855,126.923787
7604744,29494436,Shared room,Hannam-dong,3,4.5,7,1,20,1,37.535329,126.998308
13174267,5975794,Entire home/apt,Seogyo-dong,19,5,3,0,71,1,37.554167,126.927074
6329555,31427351,Private room,Hoehyeon-dong 3(sam)-ga,30,4.5,2,1,45,1,37.55999,126.984519
15215945,45167486,Entire home/apt,Itaewon-dong,3,5,8,3,67,1,37.531956,126.993955
1898810,1717988,Private room,Seongsan-dong,15,4.5,1,1,20,7,37.558235,126.909639
8909577,2008249,Shared room,Seogye-dong,1,,2,1,37,1,37.550516,126.969127
6200368,2008249,Shared room,Seogye-dong,1,,3,1,56,1,37.550462,126.96894
5007262,25616525,Shared room,Dongja-dong,0,,1,1,35,1,37.553428,126.974819
6940644,36394511,Shared room,Daehyeon-dong,1,,1,1,23,1,37.55839,126.944412
9567009,33170671,Shared room,Yeoksam-dong,1,,1,1,25,1,37.501404,127.043586
7356951,38547119,Entire home/apt,Yeomchang-dong,0,,2,3,39,1,37.558477,126.866027
13542845,77599361,Entire home/apt,Seogyo-dong,1,,2,1,62,2,37.552614,126.919995
13753700,80604868,Entire home/apt,Cheongpa-dong 1(il)-ga,9,5,5,2,464,,37.54952,126.964289
9565443,49520508,Shared room,Sinsa-dong,12,4.5,4,1,23,5,37.520232,127.025495
10244139,49520508,Shared room,Sinsa-dong,4,5,4,1,27,4,37.522064,127.025725
14939722,73699898,Shared room,Banpo-dong,0,,1,1,28,2,37.506756,127.019966
15173976,91106728,Shared room,Donggyo-dong,0,,4,1,29,1,37.56151,126.926997
14396439,36670423,Shared room,Buam-dong,0,,1,1,46,1,37.594547,126.967507
15077442,80891581,Shared room,Yeonnam-dong,0,,1,1,10,1,37.560652,126.921416
2287509,11561248,Shared room,Seogyo-dong,1,,6,1,19,1,37.548773,126.917333
15077443,80891581,Shared room,Yeonnam-dong,0,,1,1,10,1,37.55983,126.920759
3157472,15357237,Shared room,Sinsa-dong,0,,3,1,93,1,37.517105,127.020534
3015966,15370021,Shared room,Itaewon-dong,3,5,4,1,23,1,37.533896,126.995684
6926397,36303726,Entire home/apt,Sinjeong-dong,0,,8,4,155,1,37.517804,126.86268
11346843,9341895,Private room,Seongsan-dong,22,5,2,1,24,1,37.562601,126.917205
9890252,49769484,Shared room,Seogyo-dong,5,5,2,1,21,1,37.555555,126.928197
2250833,11496585,Shared room,Yeonnam-dong,8,4.5,6,1,15,1,37.559273,126.920543
15320310,95363562,Entire home/apt,Huam-dong,0,,6,3,206,1,37.548321,126.984802
7216421,37780526,Entire home/apt,Sungin-dong,24,4.5,2,1,52,1,37.573649,127.016219
7964209,21682038,Private room,Yeonnam-dong,26,4.5,3,1,46,1,37.562121,126.921498
6024154,31269191,Private room,Cheongdam-dong,63,5,3,1,42,1,37.520783,127.047185
14945209,38657107,Entire home/apt,Dongja-dong,0,,3,1,45,1,37.553153,126.972025
14695129,25483274,Entire home/apt,Sincheon-dong,4,5,4,1,92,1,37.515477,127.106633
4689269,24125761,Shared room,Donggyo-dong,0,,6,1,19,1,37.557419,126.926611
9504315,21710610,Entire home/apt,Samgak-dong,40,5,3,1,45,1,37.568455,126.984221
14481524,22511530,Entire home/apt,Hongik-dong,0,,1,1,33,2,37.566986,127.033901
8431356,3018326,Shared room,Nogosan-dong,6,5,4,1,14,1,37.554514,126.936755
14087421,46976656,Entire home/apt,Seogyo-dong,18,5,4,2,57,1,37.554022,126.926191
14604166,11744924,Entire home/apt,Gongdeok-dong,7,5,2,1,62,1,37.548414,126.956987
4945213,25488648,Entire home/apt,Mok-dong,0,,3,2,36,5,37.542447,126.870308
12034069,62482698,Private room,Yeoksam-dong,9,5,1,1,46,2,37.498265,127.03272
2892303,14781951,Private room,Siheung-dong,0,,4,1,46,1,37.450089,126.908994
9597812,32249898,Entire home/apt,Seogyo-dong,27,5,4,0,65,2,37.557736,126.917603
657818,2435780,Entire home/apt,Itaewon-dong,77,4.5,3,1,77,1,37.53498,126.990823
3784514,18772491,Shared room,Yongdu-dong,13,4.5,4,1,21,1,37.577756,127.036761
9673061,23871856,Entire home/apt,Yeoksam-dong,14,4.5,3,1,61,2,37.499989,127.033232
11659532,50775257,Private room,Itaewon-dong,33,4.5,1,1,23,1,37.532947,126.995103
6751585,6735364,Shared room,Jungnim-dong,0,,6,1,15,1,37.559136,126.968415
13344223,59302990,Entire home/apt,Seogyo-dong,0,,10,3,177,1,37.550175,126.915363
15101084,32565142,Shared room,Daechi-dong,0,,4,1,24,1,37.498979,127.056204
4192706,9181390,Shared room,Myeongnyun 3(sam)-ga,5,4,6,1,14,1,37.585165,126.996787
10692512,9177813,Shared room,Yeoksam-dong,0,,2,1,37,1,37.504114,127.032084
8122828,41974491,Shared room,Migeun-dong,8,4.5,8,1,11,1,37.562433,126.965846
6329565,31427351,Private room,Yejang-dong,17,4,2,1,45,1,37.558144,126.985677
3814376,11260331,Shared room,Bon-dong,3,4.5,2,1,41,3,37.511299,126.956035
6426908,22969425,Entire home/apt,Sinseol-dong,23,4.5,5,2,71,1,37.57382,127.025466
13732543,68240607,Private room,Jegi-dong,22,5,2,1,25,1,37.587595,127.036477
5714119,29624861,Entire home/apt,Bangbae-dong,3,5,10,3,252,1,37.484727,126.997279
12716481,36116719,,Yeoksam-dong,10,5,2,,,,37.497013,127.032762
11667877,56448028,Entire home/apt,Bongnae-dong 2(i)-ga,30,4.5,5,1,47,1,37.556241,126.971865
12821737,47008790,Entire home/apt,Hangangno 1(il)-ga,14,5,5,0,62,2,37.536313,126.97427
9455231,20678094,Shared room,Sajik-dong,0,,6,1,46,1,37.576951,126.966493
9752842,50302217,Entire home/apt,Bogwang-dong,10,5,14,4,24,1,37.531024,127.000222
14432605,44212936,Shared room,Changseong-dong,0,,4,1,98,2,37.579781,126.971377
7583823,29494436,Shared room,Hannam-dong,1,,7,1,20,1,37.533579,126.997834
7837514,8991122,Entire home/apt,Euljiro 2(i)-ga,52,5,4,1,144,1,37.565018,126.983433
11994314,55838791,Shared room,Yeonnam-dong,0,,4,1,21,1,37.561669,126.922326
4639042,14997504,Shared room,Yeomni-dong,0,,6,1,11,15,37.556708,126.946739
7848814,41024516,Shared room,Singongdeok-dong,6,5,6,1,13,1,37.542653,126.95338
4945361,20812882,Entire home/apt,Seogyo-dong,0,,4,1,77,1,37.554776,126.92909
12178862,13468054,Private room,Banpo-dong,2,,2,1,36,1,37.500849,127.008539
896963,4064452,Entire home/apt,Yeongdeungpo-dong 4(sa)-ga,18,5,6,2,206,1,37.517414,126.904053
7702968,19491463,Entire home/apt,Pil-dong 1(il)-ga,13,4.5,7,1,93,2,37.560582,126.991957
13756078,80350222,Private room,Sinsa-dong,0,,2,1,52,9,37.522183,127.025732
14128634,85224915,Entire home/apt,Mangwon-dong,1,,4,2,52,1,37.557736,126.900975
10243740,49520508,Shared room,Sinsa-dong,2,,3,1,30,5,37.522195,127.02561
10179484,46064193,Private room,Sillim-dong,14,5,1,1,28,1,37.47903,126.930785
6561764,31536382,Shared room,Seogyo-dong,1,,1,1,19,1,37.555029,126.920559
14310670,3010108,Shared room,Seogyo-dong,7,5,1,1,16,1,37.555193,126.924224
5079992,8565729,Entire home/apt,Mok-dong,0,,2,1,47,1,37.549226,126.864466
10212965,39186101,Entire home/apt,Yangjae-dong,1,,2,1,61,1,37.462676,127.034843
4740695,24469857,Private room,Heungin-dong,5,3.5,3,1,64,1,37.565748,127.015168
14633230,89866889,Entire home/apt,Gwanghui-dong 1(il)-ga,3,5,2,0,62,,37.564911,127.005979
11856483,12224591,Entire home/apt,Nonhyeon-dong,4,5,4,1,67,3,37.507285,127.030709
13961412,10182790,Entire home/apt,Mangwon-dong,0,,4,2,52,1,37.555239,126.90714
13592545,77609130,Shared room,Yeonnam-dong,1,,6,1,131,1,37.563256,126.924099
13512741,77570823,Shared room,Jagok-dong,0,,4,1,103,1,37.470937,127.089558
7010557,36750810,Shared room,Daehyeon-dong,1,,1,1,25,1,37.557483,126.945383
13889608,5354884,Private room,Bongcheon-dong,2,,3,1,32,,37.481297,126.953567
13866523,17062437,Private room,Hoehyeon-dong 1(il)-ga,1,,1,1,42,,37.558986,126.979716
10244638,49520508,Shared room,Sinsa-dong,20,5,1,1,23,4,37.521766,127.024109
10102543,13493916,Private room,Hannam-dong,22,5,2,1,42,3,37.531154,127.007491
12193653,32806763,Private room,Namchang-dong,16,4.5,2,1,36,1,37.55926,126.975756
6561371,31627642,Shared room,Itaewon-dong,0,,1,1,18,1,37.536083,126.992915
15000967,94601998,Shared room,Mullae-dong 1(il)-ga,0,,6,1,24,1,37.510543,126.89396
3305217,15944799,Private room,Hoegi-dong,4,4.5,3,1,61,1,37.590095,127.05588
13498067,21396817,Private room,Itaewon-dong,12,5,1,1,36,,37.535144,126.990015
11898666,10958218,Shared room,Gwansu-dong,0,,4,1,98,1,37.569528,126.991987
11627683,49305191,Shared room,Jangchung-dong 1(il)-ga,0,,6,1,30,1,37.56251,127.008931
4554184,23360080,Shared room,Itaewon-dong,0,,6,1,19,1,37.534982,126.99168
13515366,77609130,Shared room,Yeonnam-dong,0,,2,1,70,1,37.564116,126.924896
1909851,1555856,Entire home/apt,Singil-dong,8,5,3,1,46,2,37.51219,126.915152
7236494,14997504,Shared room,Guro-dong,2,,6,1,11,15,37.502293,126.888999
8008577,19759971,Shared room,Euljiro 3(sam)-ga,34,4,6,1,12,1,37.566528,126.992746
4662509,24125761,Shared room,Seogyo-dong,0,,2,1,28,1,37.555914,126.927461
13882708,80558872,Entire home/apt,Banghwa-dong,1,,2,1,55,1,37.562951,126.808046
13614767,22142160,Shared room,Daechi-dong,5,5,4,1,45,,37.506986,127.06201
14407163,84201037,Shared room,Buam-dong,0,,1,1,28,1,37.594259,126.968914
13661233,5459660,Entire home/apt,Sangdo-dong,0,,1,1,15,1,37.499773,126.941841
10624236,42179921,Entire home/apt,Changsin-dong,0,,2,0,67,3,37.571164,127.014171
13723713,50641534,Entire home/apt,Yeoksam-dong,11,5,3,1,70,1,37.498796,127.028526
7854022,40821266,Private room,Jeonnong-dong,0,,2,1,103,1,37.577084,127.04745
1237544,6744878,Shared room,Sangsu-dong,3,4.5,2,1,46,1,37.551424,126.926959
2121162,10802565,Entire home/apt,Seogyo-dong,2,,3,1,52,1,37.555167,126.911537
14285504,15752388,Private room,Yeomni-dong,7,4.5,1,1,29,1,37.54348,126.949005
14861694,91586231,Shared room,Jamwon-dong,0,,3,1,66,1,37.513797,127.017156
3386249,16548139,Shared room,Chungmuro 3(sam)-ga,1,,4,1,24,1,37.562733,126.99107
8529684,16548139,Shared room,Jeo-dong 2(i)-ga,11,4.5,4,1,24,1,37.564029,126.98975
9670428,49769484,Shared room,Donggyo-dong,5,5,2,1,19,1,37.557598,126.929784
14860325,31706222,Entire home/apt,Donggyo-dong,1,,5,3,106,2,37.557063,126.930748
35108,151117,Shared room,Changjeon-dong,2,,6,1,21,2,37.553134,126.925835
8890454,46513828,Shared room,Itaewon-dong,0,,1,1,21,1,37.536,126.992819
12457125,67405599,Entire home/apt,Hwagok-dong,0,,2,1,48,1,37.552589,126.853321
2594505,13211360,Entire home/apt,Bomun-dong 6(yuk)-ga,116,5,3,1,58,2,37.579216,127.019506
13584342,78426045,Private room,Yeoksam-dong,14,4.5,1,1,24,1,37.497616,127.039413
11534762,58412761,Shared room,Malli-dong 1(il)-ga,0,,2,1,42,1,37.554739,126.967369
15118138,21070214,Private room,Yejang-dong,0,,2,1,42,1,37.557993,126.98574
13443797,64297318,Entire home/apt,Seocho-dong,2,,6,0,112,1,37.489099,127.030035
3861809,19929920,Shared room,Yeonnam-dong,37,4.5,1,1,25,1,37.562216,126.92403
4017157,20830019,Shared room,Daehyeon-dong,1,,2,1,66,1,37.558184,126.94516
9895707,19901690,Private room,Heungin-dong,0,,2,1,70,3,37.56732,127.015872
1375385,3203860,Shared room,Seogyo-dong,7,5,1,1,23,2,37.554507,126.927408
11930253,12623598,Entire home/apt,Seogye-dong,21,4.5,2,0,54,2,37.553712,126.966337
10243991,49520508,Shared room,Sinsa-dong,6,4.5,1,1,27,4,37.520615,127.024299
879068,3303906,Shared room,Changjeon-dong,35,4.5,10,1,24,1,37.551495,126.928654
11263957,55348732,Shared room,Samseong-dong,2,,2,1,33,1,37.506345,127.048383
14390203,27672789,Private room,Hapjeong-dong,7,4.5,1,1,27,1,37.551329,126.911082
4891240,25164895,Shared room,Itaewon-dong,5,4,6,1,19,1,37.535978,126.993404
9759835,50332120,Private room,Gahoe-dong,3,5,2,1,75,1,37.582426,126.985967
8894691,37624210,Shared room,Cheongdam-dong,0,,5,1,116,1,37.522075,127.040312
11900053,42379185,Private room,Jangan-dong,0,,2,1,44,1,37.574934,127.074403
13133341,63488967,Shared room,Daehyeon-dong,3,5,4,1,15,2,37.557081,126.946301
5287788,27379798,Shared room,Itaewon-dong,0,,8,1,15,7,37.53325,126.996965
12992205,71594301,Private room,Sungin-dong,0,,2,1,46,2,37.573198,127.018817
7426327,38898166,Private room,Sindang-dong,3,4.5,2,1,56,1,37.560428,127.01332
5271081,24682306,Shared room,Itaewon-dong,3,5,14,1,15,1,37.532815,126.99383
395291,1656863,Shared room,Myeongnyun 3(sam)-ga,12,5,2,1,36,1,37.583917,126.996026
12347399,64586502,Shared room,Jangchung-dong 2(i)-ga,1,,2,1,29,1,37.559989,127.004245
6978496,33031953,Shared room,Hwigyeong-dong,6,4,2,1,25,2,37.592229,127.058575
13804583,75508192,Shared room,Donggyo-dong,5,4.5,3,1,19,,37.558913,126.924882
4804539,10311730,Shared room,Yeonnam-dong,1,,2,1,46,1,37.565441,126.923727
13026019,22397416,Private room,Sangdo 1(il)-dong,4,3,1,1,11,1,37.502943,126.949581
14863556,28621131,Entire home/apt,Donggyo-dong,1,,2,1,62,2,37.556375,126.923622
11089636,32378654,Shared room,Itaewon-dong,0,,4,1,23,1,37.533064,126.993749
12296374,66265354,Entire home/apt,Hannam-dong,2,,4,2,94,1,37.543163,127.003436
292572,1508307,Entire home/apt,Seogyo-dong,115,4.5,3,1,46,1,37.554409,126.920772
14240509,83216720,Entire home/apt,Yangpyeong-dong 6(yuk)-ga,0,,2,1,97,1,37.541025,126.889573
14635343,30846942,Entire home/apt,Seogyo-dong,1,,9,3,75,1,37.555141,126.920654
4788092,20349000,Entire home/apt,Seogyo-dong,6,5,3,1,57,1,37.554887,126.921463
11333456,59302990,Entire home/apt,Seogyo-dong,4,4.5,10,3,168,1,37.550403,126.9167
9964896,29853616,Entire home/apt,Seogyo-dong,18,4.5,3,0,52,3,37.554727,126.915345
11567107,53233037,Entire home/apt,Seogyo-dong,5,5,4,1,75,1,37.55435,126.920832
13583947,74808011,Entire home/apt,Seogyo-dong,7,4,3,1,57,1,37.554682,126.920593
9617344,20349000,Entire home/apt,Hapjeong-dong,3,4.5,11,3,112,1,37.549898,126.913825
9586348,28480916,Entire home/apt,Seogyo-dong,0,,7,2,103,3,37.553273,126.920629
14584532,12819968,Entire home/apt,Hapjeong-dong,0,,4,0,71,2,37.548999,126.915621
14242940,18438096,Entire home/apt,Seogyo-dong,0,,16,6,234,1,37.551623,126.920813
6590020,1555856,Entire home/apt,Hapjeong-dong,5,4,4,2,46,1,37.548207,126.91593
1764289,1572120,Entire home/apt,Yeouido-dong,0,,10,3,412,3,37.521647,126.919706
4850134,24955327,Entire home/apt,Seogyo-dong,29,5,6,3,113,3,37.55391,126.914929
15174848,67732354,Entire home/apt,Seogyo-dong,0,,5,2,52,1,37.551437,126.918705
14306302,87421268,Entire home/apt,Hapjeong-dong,0,,7,1,92,3,37.549296,126.914788
12745319,69322427,Entire home/apt,Hapjeong-dong,0,,7,3,103,2,37.551881,126.91246
13382794,51896768,Entire home/apt,Hapjeong-dong,1,,4,2,67,2,37.546971,126.916007
15175374,78625044,Entire home/apt,Seogyo-dong,0,,8,2,62,1,37.552743,126.919675
15042291,68465991,Entire home/apt,Hapjeong-dong,0,,4,1,33,2,37.549645,126.913951
11097821,40839319,Entire home/apt,Seogyo-dong,11,4.5,4,1,35,3,37.552306,126.918151
4979332,20349000,Entire home/apt,Hapjeong-dong,7,4.5,11,3,112,1,37.547891,126.914163
10233851,29654358,Entire home/apt,Seogyo-dong,0,,6,1,90,2,37.550158,126.915383
9051904,305617,Entire home/apt,Yeouido-dong,0,,6,3,191,3,37.519668,126.926971
14781756,10752695,Entire home/apt,Hapjeong-dong,0,,3,1,61,5,37.55048,126.911771
2128179,10857074,Entire home/apt,Seogyo-dong,3,4.5,3,2,46,4,37.553948,126.913244
14268005,17053665,Entire home/apt,Seogyo-dong,1,,4,3,93,3,37.553641,126.914917
14821083,59302990,Entire home/apt,Hapjeong-dong,0,,10,3,262,1,37.548942,126.915474
12935953,29654358,Entire home/apt,Hapjeong-dong,3,5,7,1,92,,37.548932,126.911415
12570357,21664381,Entire home/apt,Donggyo-dong,0,,6,1,90,2,37.557994,126.925512
2068893,250770,Entire home/apt,Donggyo-dong,1,,2,1,52,2,37.558512,126.925117
1807822,250770,Entire home/apt,Donggyo-dong,13,4.5,1,1,42,2,37.558547,126.925472
1808154,250770,Entire home/apt,Donggyo-dong,5,5,2,1,68,2,37.558926,126.925294
13176974,72839631,Entire home/apt,Donggyo-dong,3,3,4,1,67,1,37.558998,126.92566
2069215,250770,Entire home/apt,Donggyo-dong,0,,6,1,153,2,37.560258,126.925845
2072860,250770,Entire home/apt,Donggyo-dong,4,5,2,1,60,2,37.560507,126.925766
9440985,29268986,Entire home/apt,Yeonnam-dong,0,,7,7,177,1,37.562051,126.925759
12962848,23690329,Entire home/apt,Donggyo-dong,1,,4,0,67,1,37.556867,126.925266
2235457,9734846,Entire home/apt,Donggyo-dong,1,,7,3,258,1,37.556725,126.92611
14954722,32247988,Entire home/apt,Donggyo-dong,0,,2,1,70,2,37.55719,126.925902
14850965,14567627,Entire home/apt,Donggyo-dong,1,,5,1,73,2,37.558564,126.925154
5448080,20349000,Entire home/apt,Donggyo-dong,46,4.5,8,3,112,1,37.55712,126.925169
1927490,11143238,Entire home/apt,Donggyo-dong,61,4.5,4,2,58,8,37.557401,126.925113
14076701,22184506,Entire home/apt,Donggyo-dong,2,,4,1,62,1,37.55685,126.925394
15078698,9862035,Entire home/apt,Yeonnam-dong,0,,7,3,168,1,37.561279,126.925206
13320179,22638094,Entire home/apt,Donggyo-dong,11,5,5,1,67,2,37.557291,126.925156
14324780,9734846,Entire home/apt,Yeonnam-dong,2,,4,1,93,1,37.562852,126.925322
14243478,9734846,Entire home/apt,Yeonnam-dong,2,,4,1,93,1,37.563664,126.925348
424853,2112387,Entire home/apt,Donggyo-dong,52,5,3,1,54,2,37.557071,126.927016
14488581,6444500,Entire home/apt,Donggyo-dong,0,,10,2,70,2,37.55821,126.926302
5061661,26138931,Entire home/apt,Donggyo-dong,0,,5,2,140,1,37.55733,126.927462
2069024,250770,Entire home/apt,Donggyo-dong,0,,4,1,102,2,37.558826,126.926215
2072922,250770,Entire home/apt,Donggyo-dong,9,5,2,1,60,2,37.558511,126.926531
13702975,33800372,Entire home/apt,Donggyo-dong,0,,16,4,280,1,37.560006,126.926601
5472436,5750170,Entire home/apt,Yeonnam-dong,1,,6,2,107,,37.56221,126.92615
9339164,48470659,Entire home/apt,Yeonnam-dong,1,,16,5,24,1,37.562622,126.926379
