room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude
3843647,19811324,Private room,Yeonhui-dong,10,5,2,1,42,1,37.567362,126.933004
13582665,78406335,Private room,Samseong-dong,0,,1,1,91,1,37.514449,127.051978
7584001,38990811,Shared room,Jeonnong-dong,3,5,2,1,14,1,37.581265,127.052956
11634104,13045522,Entire home/apt,Singongdeok-dong,31,4.5,4,1,58,,37.543454,126.952451
12279184,35608851,Entire home/apt,Nonhyeon-dong,17,5,3,2,64,4,37.513035,127.027691
7960631,24032856,Entire home/apt,Changcheon-dong,17,4,1,1,19,1,37.558204,126.938578
7010615,36750810,Shared room,Daehyeon-dong,6,4.5,1,1,22,1,37.557276,126.945941
9540664,49414099,Entire home/apt,Godeok-dong,0,,4,1,14,1,37.55997,127.156348
12084652,63671979,Private room,Nonhyeon-dong,1,,1,1,22,3,37.510542,127.029107
6591811,26100480,Entire home/apt,Hwagok-dong,0,,2,0,22,1,37.553185,126.848482
8615534,2359171,Private room,Ikseon-dong,12,5,4,1,118,1,37.575326,126.989283
10179040,6913955,Entire home/apt,Songpa-dong,5,5,6,3,75,,37.5056,127.107335
12455667,30774464,Private room,Yeonhui-dong,13,5,3,1,24,1,37.569501,126.921408
11463677,60302824,Shared room,Changcheon-dong,1,,2,1,24,1,37.557086,126.937166
13869375,76707932,Entire home/apt,Singye-dong,4,5,4,0,55,2,37.536784,126.967176
14862992,92956870,Private room,Songjeong-dong,0,,2,1,27,1,37.551798,127.06844
6187909,32096250,Shared room,Yeonnam-dong,0,,7,1,21,1,37.561898,126.9191
10623099,17947050,Private room,Seogyo-dong,0,,4,1,78,1,37.556237,126.917353
7155005,24755879,Entire home/apt,Yangpyeong-dong 5(o)-ga,0,,2,0,44,1,37.540414,126.895621
14921447,84043287,Entire home/apt,Dongja-dong,0,,4,1,61,2,37.553835,126.969364
12917195,63420161,Entire home/apt,Dohwa-dong,29,5,4,1,77,1,37.540162,126.946361
14462251,50730114,Entire home/apt,Dongja-dong,1,,7,1,71,1,37.553432,126.969855
12176342,13581627,Private room,Seogyo-dong,24,5,2,1,31,2,37.555686,126.928175
5355363,27182335,Private room,Chungmuro 4(sa)-ga,7,5,4,1,28,1,37.562593,126.995122
6285301,29082687,Entire home/apt,Sungin-dong,34,4.5,3,1,46,1,37.573394,127.022461
5898438,23007193,Private room,Hyeonjeo-dong,39,5,3,1,38,2,37.572666,126.950314
13609001,12296601,Entire home/apt,Donggyo-dong,2,,2,0,35,2,37.557116,126.927448
13283680,74922852,Private room,Gwonnong-dong,2,,2,1,84,1,37.575146,126.991617
14044564,81038775,Shared room,Myeongnyun 1(il)-ga,0,,5,1,112,1,37.586467,126.998183
12506056,40283312,Entire home/apt,Dongja-dong,12,4.5,3,1,54,1,37.551262,126.972978
10161823,50330071,Private room,Yeonnam-dong,6,5,2,1,47,1,37.560676,126.919463
13755255,79939448,Private room,Seongsan-dong,5,5,2,1,30,3,37.56635,126.904045
5298583,27041752,Shared room,Yeonnam-dong,3,5,3,1,18,1,37.563075,126.924051
14320950,1572120,Entire home/apt,Dongja-dong,2,,16,0,155,1,37.553992,126.969204
5271134,24682306,Shared room,Itaewon-dong,3,4,14,1,15,1,37.534505,126.992313
8732907,34949996,Private room,Pungnap-dong,37,5,2,1,28,1,37.534649,127.116824
14495051,17482128,Private room,Seocho-dong,4,5,2,1,30,2,37.50211,127.021531
14885947,88244948,Entire home/apt,Yeoksam-dong,9,5,2,0,62,1,37.498699,127.028032
6049892,30594166,Shared room,Itaewon-dong,13,4.5,5,1,19,1,37.534328,126.993435
12499906,8133294,Entire home/apt,Hongeun-dong,1,,12,3,93,2,37.597292,126.955395
2516635,11677529,Shared room,Donggyo-dong,19,4.5,6,1,16,1,37.556635,126.927993
14412670,68320477,Entire home/apt,Bongnae-dong 2(i)-ga,2,,2,1,71,1,37.556506,126.969479
5105057,25164895,Shared room,Itaewon-dong,1,,7,1,112,1,37.535984,126.991705
15100708,75148096,Entire home/apt,Yeoksam-dong,1,,2,1,66,1,37.497254,127.028221
9621524,7943750,Entire home/apt,Heungin-dong,13,5,2,1,60,2,37.56852,127.017816
13083662,70234824,Entire home/apt,Migeun-dong,0,,4,2,186,1,37.564346,126.967372
12115898,64993826,Private room,Daechi-dong,0,,2,1,46,1,37.495477,127.061513
10389302,40506021,Private room,Ahyeon-dong,1,,2,1,24,1,37.556204,126.960335
4680462,5230798,Private room,Sillim-dong,2,,1,1,24,4,37.467675,126.944368
8890501,46513828,Shared room,Itaewon-dong,0,,1,1,21,1,37.536378,126.990977
15210560,20740357,Entire home/apt,Seogye-dong,0,,9,2,82,1,37.553947,126.968009
12540841,41722109,Private room,Nonhyeon-dong,14,5,4,1,39,2,37.508111,127.025547
6683532,34981805,Private room,Bongcheon-dong,3,5,1,1,30,3,37.491333,126.948318
1101238,2252476,Shared room,Seogye-dong,6,5,2,1,31,21,37.553911,126.967368
11034937,9712707,Entire home/apt,Changcheon-dong,24,4.5,4,1,41,3,37.559155,126.929735
7501096,39292666,Private room,Sajik-dong,51,5,2,1,19,4,37.573913,126.965339
6571696,8669093,Private room,Yeoksam-dong,22,5,2,1,46,2,37.496629,127.033935
9360959,48470659,Shared room,Yeonnam-dong,0,,6,1,24,1,37.561469,126.924802
4320818,2403998,Shared room,Donggyo-dong,1,,3,1,11,3,37.558294,126.9254
13397083,11961474,Entire home/apt,Itaewon-dong,8,5,4,2,81,1,37.535453,126.987775
11263780,55348732,Shared room,Samseong-dong,0,,6,1,24,1,37.507009,127.049585
5244069,3822942,Entire home/apt,Seongsan-dong,5,4,5,1,40,1,37.561437,126.915473
13336064,42847705,Private room,Susaek-dong,1,,6,1,26,1,37.587613,126.889253
11463322,15446737,Private room,Hoehyeon-dong 1(il)-ga,4,5,2,1,46,1,37.558598,126.981388
11025321,56348961,Entire home/apt,Mok-dong,0,,4,2,134,1,37.533394,126.865883
1991588,10003591,Private room,Yeonnam-dong,24,4.5,3,1,46,,37.562519,126.920107
15277590,75148096,Entire home/apt,Seocho-dong,0,,2,1,61,1,37.493261,127.029243
4140645,10097833,Private room,Dogok-dong,0,,2,1,196,1,37.487723,127.050777
13816993,5354884,Private room,Bongcheon-dong,0,,3,1,32,,37.482294,126.955514
1077569,5778222,Private room,Jongam-dong,9,4.5,1,1,33,1,37.590979,127.036134
6889518,26038362,Private room,Seogyo-dong,5,5,3,1,56,1,37.555471,126.924675
11627046,21212550,Shared room,Ikseon-dong,4,5,3,1,15,2,37.575051,126.990264
13555814,77181852,Entire home/apt,Jamwon-dong,8,5,3,1,65,1,37.518319,127.017331
10566428,54447987,Entire home/apt,Mangwon-dong,12,4.5,2,0,46,2,37.561699,126.900831
13773325,16112814,Entire home/apt,Seocho-dong,6,5,2,1,47,3,37.485736,127.030589
14632707,89866889,Entire home/apt,Euljiro 6(yuk)-ga,1,,2,0,62,,37.567049,127.006481
14361944,84626702,Entire home/apt,Bukchang-dong,0,,1,2,24,1,37.562709,126.978995
13441730,74069401,Private room,Sanggye-dong,3,4.5,4,1,37,,37.659485,127.056747
13098806,72756467,Entire home/apt,Suyu-dong,4,5,4,1,29,3,37.627961,127.013009
8870753,37624210,Shared room,Cheongdam-dong,2,,3,1,70,1,37.523716,127.041138
5243747,19485223,Entire home/apt,Seogye-dong,42,4.5,8,2,69,1,37.553678,126.969137
7876228,40079798,Entire home/apt,Namdaemunno 3(sam)-ga,17,4.5,2,1,35,3,37.561504,126.979654
14762786,79168850,Private room,Unni-dong,5,4.5,1,1,49,,37.575953,126.988254
13105449,72811113,Entire home/apt,Dongja-dong,11,5,4,1,54,2,37.554056,126.969657
2206270,9673375,Private room,Yeoksam-dong,4,4.5,2,1,93,1,37.505146,127.027545
12266049,8269812,Shared room,Haengdang-dong,0,,1,1,19,1,37.556829,127.035627
5174524,13427970,Entire home/apt,Sinsa-dong,0,,3,1,258,1,37.52693,127.035073
14414214,20413724,Entire home/apt,Namsan-dong 1(il)-ga,4,5,3,1,50,2,37.560389,126.985055
14112487,6142702,Entire home/apt,Gongdeok-dong,0,,4,2,57,2,37.544348,126.951033
6786001,7708621,Shared room,Malli-dong 1(il)-ga,5,3,3,1,21,1,37.556889,126.967892
12413886,50559286,Entire home/apt,Myeong-dong 2(i)-ga,10,5,4,1,84,2,37.563116,126.983044
14067437,84472609,Entire home/apt,Hongeun-dong,10,5,6,3,134,1,37.597189,126.938741
12123163,47261587,Entire home/apt,Yeonhui-dong,1,,1,1,28,5,37.562696,126.929609
6159822,31691224,Private room,Seogyo-dong,0,,2,1,155,1,37.554287,126.916078
282505,1472473,Shared room,Seogyo-dong,0,,10,1,52,1,37.550333,126.916661
9240093,8040477,Entire home/apt,Yeongdeungpo-dong 3(sam)-ga,3,4.5,1,1,59,1,37.517893,126.907191
14912913,90214439,Shared room,Dongja-dong,1,,1,1,11,2,37.550596,126.974587
12893871,70604411,Entire home/apt,Donggyo-dong,12,5,4,1,72,3,37.557731,126.923548
8122781,41974491,Shared room,Migeun-dong,3,4.5,6,1,12,1,37.562595,126.967454
14859987,91586231,Shared room,Jamwon-dong,0,,3,1,66,1,37.514038,127.017518
5681004,9293952,Private room,Changjeon-dong,63,4.5,2,1,41,2,37.554406,126.931271
15222800,15752388,Entire home/apt,Donggyo-dong,1,,3,1,58,2,37.558164,126.92418
5678041,8826785,Entire home/apt,Gocheok-dong,2,,4,2,82,1,37.503749,126.849447
8769106,24056931,Shared room,Nogosan-dong,2,,2,1,15,1,37.554534,126.936055
14767079,52626834,Entire home/apt,Namsan-dong 3(sam)-ga,3,4.5,3,1,62,1,37.561009,126.988067
14999811,91106728,Shared room,Yeonnam-dong,0,,4,1,29,1,37.561831,126.927102
1877306,8841290,Entire home/apt,Yeonnam-dong,3,4,2,0,90,1,37.562471,126.921155
4640908,23111832,Shared room,Mangwon-dong,3,5,4,1,26,1,37.554387,126.906382
8818106,36101719,Shared room,Seobinggo-dong,0,,4,1,66,1,37.521373,126.990606
14866818,73699898,Private room,Banpo-dong,2,,2,1,30,2,37.505667,127.021564
6349769,33079669,Shared room,Ahyeon-dong,3,5,2,1,47,3,37.552475,126.959571
8769905,24056931,Shared room,Nogosan-dong,15,4.5,3,1,14,1,37.5543,126.935813
1704082,8996058,Entire home/apt,Dongsung-dong,42,5,2,0,67,4,37.580986,127.002524
11331069,59291790,Private room,Changcheon-dong,15,5,4,1,42,1,37.557734,126.936278
6560843,31536382,Private room,Seogyo-dong,3,4,4,1,77,1,37.556251,126.916828
7958516,39826903,Private room,Itaewon-dong,12,4.5,3,1,84,1,37.533392,126.99284
4251359,22056435,Entire home/apt,Seogyo-dong,25,5,2,1,39,3,37.556749,126.915143
4021347,8991122,Entire home/apt,Naesu-dong,60,5,4,0,93,2,37.574169,126.971363
14524099,31526914,Entire home/apt,Dohwa-dong,10,5,4,1,62,1,37.54335,126.948834
11687294,50559286,Entire home/apt,Euljiro 2(i)-ga,15,5,6,2,94,2,37.565202,126.984489
2099074,10686227,Private room,Cheongpa-dong 2(i)-ga,1,,2,1,46,1,37.545248,126.966542
15169318,52986247,Entire home/apt,Seogyo-dong,0,,4,1,140,1,37.552272,126.921523
7394676,30677554,Private room,Seogyo-dong,32,4.5,2,1,37,2,37.554388,126.926891
8493229,14673372,Entire home/apt,Hannam-dong,22,4.5,5,2,88,2,37.53228,127.011142
9621930,49769484,Shared room,Donggyo-dong,22,5,4,1,19,1,37.557749,126.923094
12932626,37624210,Shared room,Cheongdam-dong,2,,1,1,24,1,37.521622,127.041329
6801875,24468018,Private room,Samseon-dong 1(il)-ga,15,5,2,1,61,1,37.586836,127.009347
14459023,82226574,Entire home/apt,Gayang-dong,3,4.5,2,1,62,2,37.566828,126.8423
11667088,60353194,Private room,Seocho-dong,0,,3,1,75,1,37.485589,127.007485
4673766,24177028,Private room,Sunhwa-dong,0,,2,1,40,1,37.560258,126.971766
4532818,8540149,Private room,Sangam-dong,9,5,2,1,29,2,37.572808,126.889711
1084489,5778993,Entire home/apt,Banpo-dong,3,5,2,1,90,5,37.504927,127.02162
9270888,39986854,Private room,Seogyo-dong,9,4.5,2,1,32,1,37.554997,126.925557
13598938,78625044,Entire home/apt,Changcheon-dong,5,5,2,1,36,1,37.558107,126.935994
13497964,65853577,Entire home/apt,Dogok-dong,0,,1,1,67,3,37.487025,127.035645
11263523,55348732,Shared room,Samseong-dong,1,,2,1,33,1,37.507098,127.048448
15059695,75155421,Entire home/apt,Dangsan-dong 5(o)-ga,0,,2,0,46,,37.533756,126.899985
6262456,8996058,Entire home/apt,Yeongeon-dong,13,4.5,2,0,67,5,37.58149,126.996912
12861262,1781313,Entire home/apt,Yeonnam-dong,7,5,3,1,52,1,37.560638,126.925153
15237676,96830745,Entire home/apt,Hongje-dong,1,,2,1,27,1,37.597944,126.947805
3463756,17431116,Entire home/apt,Yeonnam-dong,7,4.5,5,3,155,2,37.56652,126.920915
11089160,57476988,Private room,Amsa-dong,0,,1,1,28,1,37.55596,127.142442
3965845,20553541,Shared room,Yeomni-dong,0,,8,1,94,1,37.549454,126.945811
5201241,2403998,Shared room,Donggyo-dong,6,3.5,8,1,10,1,37.560461,126.923214
9046106,29615078,Private room,Euljiro 2(i)-ga,0,,5,1,206,1,37.566154,126.983178
6706036,33656141,Shared room,Yeonnam-dong,1,,3,1,66,2,37.562427,126.92604
4959732,16839577,Shared room,Itaewon-dong,1,,4,1,19,1,37.533123,126.995328
2650160,5057359,Entire home/apt,Changjeon-dong,34,5,2,1,56,2,37.554024,126.931982
1233286,5746761,Shared room,Dongsung-dong,12,5,4,1,20,1,37.580569,127.004036
12836380,66839130,Shared room,Umyeon-dong,1,,4,1,24,1,37.4743,127.025089
13719910,16972278,Entire home/apt,Donggyo-dong,17,5,5,1,81,1,37.557039,126.924093
4274286,6616403,Private room,Seocho-dong,0,,2,1,66,1,37.500675,127.025839
11757685,39710016,Entire home/apt,Euljiro 6(yuk)-ga,22,5,2,0,59,,37.567197,127.007112
14559436,18502437,Entire home/apt,Changcheon-dong,5,5,3,1,63,3,37.560195,126.926939
13309309,34486805,Shared room,Seogyo-dong,1,,8,1,16,1,37.555466,126.926911
14790390,13295019,Entire home/apt,Yangpyeong-dong 4(sa)-ga,1,,2,1,44,21,37.538824,126.896867
1899160,9822099,Entire home/apt,Yeouido-dong,16,4.5,2,1,46,2,37.528528,126.921888
5329543,10958218,Private room,Gwansu-dong,0,,1,1,56,1,37.569225,126.990111
14834501,69309827,Entire home/apt,Sinsa-dong,0,,2,1,48,1,37.519322,127.025782
13919895,30331251,Entire home/apt,Dongja-dong,0,,3,1,56,,37.551975,126.970277
15244595,96933869,Private room,Yeoksam-dong,0,,2,1,93,1,37.505837,127.044506
13289654,24479950,Entire home/apt,Hwanghak-dong,15,5,2,1,58,2,37.567517,127.022746
14080394,9177813,Shared room,Yeoksam-dong,0,,4,1,28,1,37.504522,127.032916
14548573,5155957,Entire home/apt,Gwancheol-dong,1,,6,1,64,1,37.568413,126.98616
11006157,56262303,Private room,Sinsa-dong,0,,2,1,43,1,37.520238,127.02187
10244650,49520508,Shared room,Sinsa-dong,1,,6,1,23,4,37.522285,127.024029
10984416,56990735,Entire home/apt,Jamwon-dong,0,,2,1,43,1,37.512944,127.016607
4731249,21575022,Private room,Samseong-dong,59,5,2,1,39,2,37.51214,127.044035
9007360,47035487,Entire home/apt,Sangdo-dong,0,,7,3,140,2,37.508024,126.952847
14283450,76431321,Private room,Seongsan-dong,8,4.5,2,1,47,1,37.5627,126.916283
2983955,15143113,Private room,Itaewon-dong,37,4.5,2,1,36,1,37.532451,126.992688
9779879,50418186,Shared room,Chungmuro 2(i)-ga,0,,4,1,112,1,37.561685,126.98652
9383404,8669093,Entire home/apt,Nonhyeon-dong,0,,6,3,155,3,37.507678,127.029041
14375622,46343559,Private room,Yangjae-dong,1,,3,1,36,3,37.474596,127.040387
3386195,16548139,Shared room,Cho-dong,6,4.5,4,1,24,1,37.563827,126.991651
10927987,48573075,Private room,Sindang-dong,3,5,2,1,35,1,37.54706,127.006614
4600718,22261535,Shared room,Donggyo-dong,6,5,1,1,10,1,37.560054,126.924039
4311832,5165280,Private room,Samjeon-dong,1,,3,1,52,1,37.505206,127.096116
13461522,63729844,Shared room,Seongbuk-dong,0,,2,1,15,1,37.593964,127.004914
5483090,444785,Private room,Gwonnong-dong,2,,3,1,42,1,37.575872,126.991339
10302796,52626834,Entire home/apt,Chungmuro 2(i)-ga,33,4.5,4,1,72,1,37.561551,126.988208
9353081,33170671,Shared room,Yeoksam-dong,1,,1,1,34,1,37.502333,127.045056
13952381,5469253,Private room,Euljiro 7(chil)-ga,0,,4,1,35,,37.566339,127.008631
15034466,11508857,Entire home/apt,Gwanghui-dong 1(il)-ga,0,,6,1,54,1,37.565094,127.00562
300826,1549545,Shared room,Changcheon-dong,4,3.5,4,1,15,15,37.559043,126.935964
5299030,27041752,Shared room,Yeonnam-dong,12,4.5,6,1,14,1,37.561839,126.923067
6200080,2008249,Shared room,Seogye-dong,0,,2,1,33,1,37.550565,126.969984
9780822,23731405,Entire home/apt,Namyeong-dong,35,4.5,7,1,77,2,37.542694,126.973571
14060265,31280723,Shared room,Donui-dong,0,,4,1,36,1,37.571944,126.989644
4280840,19036919,Entire home/apt,Seogye-dong,65,4.5,6,2,68,1,37.554512,126.967549
15137961,45332468,Entire home/apt,Malli-dong 2(i)-ga,0,,5,1,62,1,37.555205,126.966367
14880583,41635436,Shared room,Imun-dong,1,,1,1,19,1,37.593856,127.057033
5863431,3785117,Shared room,Itaewon-dong,5,4,4,1,16,1,37.534893,126.991491
10980881,20009084,Entire home/apt,Yeoksam-dong,11,4.5,5,0,69,1,37.49709,127.030292
14767053,3676699,Entire home/apt,Yangjae-dong,3,4.5,2,1,36,1,37.478921,127.040879
8329370,23311813,Private room,Jeongneung-dong,7,4.5,1,1,20,7,37.614649,127.009015
10297332,24221128,Shared room,Samseong-dong,17,5,1,1,31,1,37.517636,127.063736
6535588,34180006,Private room,Bangbae-dong,28,5,2,1,30,2,37.48052,126.983212
13819745,9673375,Shared room,Yeoksam-dong,0,,1,1,39,1,37.505068,127.027097
11448846,60189915,Private room,Changcheon-dong,6,5,1,1,21,1,37.557245,126.935123
5501687,23588187,Private room,Yeonnam-dong,0,,4,1,84,1,37.560947,126.92329
6546977,34245186,Private room,Myeong-dong 2(i)-ga,16,4.5,2,1,79,1,37.562504,126.987114
12909420,47952691,Private room,Seongbuk-dong,0,,1,1,24,1,37.597019,126.992334
6958605,13721618,Entire home/apt,Dunchon-dong,10,4,4,1,31,3,37.525588,127.144551
14276969,55486007,Entire home/apt,Dongja-dong,0,,6,2,88,2,37.554521,126.970501
1725633,6865325,Private room,Geumho-dong 4(sa)-ga,0,,1,1,62,1,37.546074,127.024507
2018372,7736999,Entire home/apt,Chungjeongno 1(il)-ga,20,4.5,2,1,82,2,37.565933,126.966992
2001138,10307456,Shared room,Sinnae-dong,0,,2,1,33,1,37.605693,127.093758
14692576,91188941,Entire home/apt,Sinseol-dong,0,,5,1,61,3,37.575578,127.025917
12989504,45499831,Entire home/apt,Dangsan-dong 6(yuk)-ga,16,5,7,2,70,2,37.536474,126.900418
13307372,74417425,Private room,Yeoksam-dong,3,4.5,1,1,46,,37.50405,127.028314
7808597,39654911,Private room,Hwigyeong-dong,1,,2,1,42,1,37.588855,127.055331
5525750,24714093,Private room,Hoehyeon-dong 1(il)-ga,1,,1,1,46,1,37.558663,126.97942
7888646,19759971,Shared room,Ipjeong-dong,8,4.5,4,1,13,1,37.567749,126.993827
7367690,33131377,Shared room,Seongsan-dong,16,5,4,1,18,1,37.563742,126.910315
13811456,76050979,Entire home/apt,Samseong-dong,7,5,16,3,299,3,37.514884,127.060634
6561253,31536382,Private room,Seogyo-dong,3,4,3,1,62,2,37.554885,126.916487
4853122,17307927,Entire home/apt,Bogwang-dong,0,,2,2,46,1,37.524745,126.997885
4478468,20004772,Entire home/apt,Donggyo-dong,63,4.5,4,0,62,3,37.55713,126.925409
12918443,65313632,Entire home/apt,Cheonyeon-dong,11,4.5,2,0,31,3,37.568902,126.960011
3736891,2865369,Entire home/apt,Jamwon-dong,0,,6,2,186,1,37.51158,127.003151
5816378,26468537,Private room,Sincheon-dong,35,5,2,1,36,2,37.513106,127.107611
7702495,40448468,Entire home/apt,Itaewon-dong,61,5,3,2,81,1,37.536585,126.990468
13717397,72843322,Entire home/apt,Sungin-dong,10,5,3,0,31,2,37.579837,127.015326
9603417,39794763,Entire home/apt,Heukseok-dong,0,,4,2,68,1,37.506712,126.964197
11552544,6175346,Shared room,Anam-dong 2(i)-ga,10,5,4,1,14,2,37.587196,127.021379
5358136,25090011,Entire home/apt,Donggyo-dong,70,4.5,4,1,72,1,37.556979,126.92345
15090061,35924227,Private room,Hoehyeon-dong 1(il)-ga,2,,2,1,32,1,37.556908,126.984366
3744148,13179120,Entire home/apt,Sinsa-dong,51,5,3,0,72,3,37.518066,127.021125
10481726,51703263,Entire home/apt,Dongja-dong,62,5,2,0,52,1,37.554324,126.971794
14321196,1572120,Entire home/apt,Seogye-dong,1,,8,0,98,1,37.554069,126.968185
2773886,10377439,Private room,Seogyo-dong,39,5,3,1,50,1,37.55329,126.922631
7116294,5862021,Entire home/apt,Dangsan-dong 6(yuk)-ga,4,5,3,1,57,,37.536091,126.900425
14191315,57234185,Entire home/apt,Samseong-dong,8,5,8,2,252,1,37.513527,127.061167
15120169,35924227,Private room,Hoehyeon-dong 2(i)-ga,3,5,1,1,25,1,37.557148,126.983678
4131784,15359994,Entire home/apt,Naesu-dong,74,5,6,2,81,2,37.573484,126.973375
7134429,8040477,Entire home/apt,Yeongdeungpo-dong 3(sam)-ga,0,,1,1,59,1,37.518009,126.907486
226226,1446422,Private room,Hwayang-dong,85,5,2,1,52,1,37.540028,127.07257
11700722,5168940,Private room,Sillim-dong,7,5,1,1,24,1,37.466686,126.933011
11383236,59697348,Private room,Yeonnam-dong,0,,2,1,75,1,37.564096,126.925982
8849023,25090011,Entire home/apt,Donggyo-dong,34,4.5,6,1,88,1,37.556991,126.92364
2555372,6536705,Entire home/apt,Seocho-dong,2,,3,0,81,2,37.491725,127.030456
4747666,19293039,Shared room,Seogyo-dong,0,,2,1,34,14,37.557529,126.91356
13005357,71721427,Private room,Cheongpa-dong 1(il)-ga,4,4.5,2,1,21,1,37.549378,126.968154
6393354,32488766,Entire home/apt,Seocho-dong,57,5,3,1,81,2,37.499763,127.022413
8245632,3648041,Entire home/apt,Seogyo-dong,8,4.5,4,2,52,2,37.556444,126.927588
11423480,22397416,Entire home/apt,Sangdo-dong,4,4.5,3,2,46,10,37.505447,126.948612
6295455,32378654,Shared room,Itaewon-dong,31,5,6,1,20,1,37.533495,126.993848
8620884,37855257,Entire home/apt,Yeoksam-dong,1,,4,1,56,2,37.497442,127.02799
8411157,43302429,Entire home/apt,Seogye-dong,23,5,6,1,68,2,37.554222,126.967293
8041036,42463776,Private room,Seocho-dong,17,5,2,1,36,1,37.486632,127.008018
6561026,31627642,Shared room,Itaewon-dong,10,5,1,1,18,1,37.536351,126.99118
13902799,63671979,Private room,Nonhyeon-dong,3,4.5,1,1,16,3,37.509849,127.028371
9624015,8793000,Private room,Sindang-dong,5,5,1,1,23,5,37.557159,127.010521
14806153,92512314,Entire home/apt,Noryangjin-dong,2,,2,1,52,2,37.51175,126.938245
11870504,13555319,Entire home/apt,Donggyo-dong,23,4.5,3,1,49,2,37.556448,126.928687
10791713,55838791,Private room,Yeonnam-dong,0,,3,1,57,1,37.560173,126.922394
3632408,5414606,Shared room,Euljiro 2(i)-ga,0,,4,1,46,1,37.565682,126.985261
5552512,28784767,Entire home/apt,Jamwon-dong,42,5,2,1,66,2,37.516964,127.018677
12211571,27770761,Entire home/apt,Seogyo-dong,14,4.5,6,2,62,2,37.556635,126.911178
1780773,9347317,Shared room,Daeheung-dong,71,4.5,2,1,15,2,37.548176,126.943344
2484145,11983672,Private room,Chang-dong,5,5,1,1,37,1,37.656751,127.043515
6613083,2008249,Private room,Cheongpa-dong 1(il)-ga,4,4,2,1,37,1,37.548663,126.968804
8907494,46590745,Private room,Singye-dong,3,4.5,2,1,49,2,37.536576,126.968095
14395957,36670423,Shared room,Buam-dong,0,,1,1,43,1,37.595889,126.969401
9868179,37007548,Private room,Yeoksam-dong,2,,1,1,28,3,37.493372,127.042334
4597563,24166911,Private room,Naebalsan-dong,0,,1,1,37,1,37.551751,126.838634
9597365,49673236,Private room,Nonhyeon-dong,0,,2,1,112,1,37.511716,127.041295
14789031,37299135,Private room,Gye-dong,0,,1,1,50,1,37.581124,126.987161
12919642,66124747,Entire home/apt,Dohwa-dong,23,5,6,2,144,1,37.54085,126.947966
12419765,66724978,Shared room,Imun-dong,1,,1,1,19,1,37.595075,127.059317
10983132,54183729,Private room,Seogyo-dong,0,,2,1,46,1,37.553519,126.923174
14815277,75868614,Entire home/apt,Yeonnam-dong,0,,16,5,361,2,37.561646,126.920707
13402077,33554746,Entire home/apt,Mok-dong,2,,3,1,42,2,37.546014,126.875006
15259652,46343559,Entire home/apt,Yangjae-dong,0,,3,1,46,2,37.473394,127.042656
2494010,12465113,Entire home/apt,Sungin-dong,19,4.5,6,1,52,2,37.572847,127.019121
7845966,41024516,Shared room,Dohwa-dong,1,,6,1,13,1,37.541103,126.952265
7151225,14246846,Shared room,Sinsa-dong,1,,4,1,24,1,37.519829,127.022872
11611067,7228997,Private room,Bongcheon-dong,1,,3,1,46,7,37.479349,126.951988
1899914,1824362,Entire home/apt,Hoehyeon-dong 1(il)-ga,38,4.5,3,1,46,1,37.556905,126.980815
14968902,46295444,Private room,Hyoje-dong,0,,2,1,42,,37.572601,127.004127
6545344,15446737,Private room,Hoehyeon-dong 1(il)-ga,35,4.5,2,1,37,1,37.559124,126.979945
14059889,84388058,Entire home/apt,Myeongil-dong,0,,3,2,61,3,37.55178,127.141555
11630464,37214591,Entire home/apt,Noryangjin-dong,1,,2,1,40,2,37.509446,126.941163
12278374,65692242,Private room,Huam-dong,0,,2,1,66,1,37.551627,126.975405
4912554,14657870,Entire home/apt,Gongdeok-dong,23,4.5,3,1,64,2,37.544858,126.951556
8248088,14060989,Private room,Seogyo-dong,0,,2,1,30,3,37.555115,126.914654
13865983,17062437,Private room,Hoehyeon-dong 1(il)-ga,1,,1,1,42,,37.559212,126.979761
7543488,26038362,Shared room,Donggyo-dong,56,5,6,1,19,1,37.556944,126.926367
9272542,39986854,Private room,Seogyo-dong,29,4.5,4,1,61,1,37.556417,126.925653
15101183,32565142,Shared room,Daechi-dong,0,,4,1,24,1,37.499844,127.063541
12160621,65312264,Private room,Gwangjang-dong,0,,2,1,33,1,37.545383,127.101304
14378380,39805593,Entire home/apt,Sindang-dong,1,,3,1,37,1,37.556427,127.013969
9617120,49748260,Entire home/apt,Changjeon-dong,18,5,6,2,103,2,37.554011,126.930712
14491258,68592027,Shared room,Seogyo-dong,0,,2,1,14,1,37.552426,126.916971
12177145,65428975,Private room,Hangangno 2(i)-ga,0,,2,1,94,1,37.531131,126.967971
9616139,3465480,Entire home/apt,Sillim-dong,1,,2,1,15,25,37.464414,126.935841
10368990,51052400,Entire home/apt,Yeoksam-dong,25,5,4,1,92,2,37.493026,127.030007
7719592,40554642,Entire home/apt,Huam-dong,2,,10,6,280,2,37.549816,126.977295
4827056,24853486,Shared room,Pil-dong 3(sam)-ga,2,,1,1,20,1,37.558102,126.996068
4305228,17695124,Shared room,Changcheon-dong,0,,4,1,24,2,37.55815,126.938066
9082435,21301264,Shared room,Itaewon-dong,0,,1,1,94,1,37.535737,126.994242
7136315,35349627,Shared room,Donggyo-dong,1,,2,1,75,1,37.558627,126.924214
